text,Financial_Problem,Other,Everyday_Decision_Making,Emotional_Turmoil,School,Family_Issues,Social_Relationships,Work,Health_Fatigue_Physical_Pain,neutralized_text,index
school was extra stressful today.,0,1,0,0,1,0,0,1,0,School was extra stressful today.,982
I have a college orientation Wednesday and Thursday down at Kutztown.,0,1,0,0,1,0,0,0,0,I have a college orientation Wednesday and Thursday in my area.,983
you're starting to make school unbearable.,0,0,0,0,1,0,1,0,0,You are starting to make school unbearable.,984
"Didn't get nearly enough sleep before getting up to go to the game, so I felt like crap the first half.",0,1,0,0,0,0,0,0,1,"Didn’t get nearly enough sleep before getting up to go to the game, so felt terrible the first half.",985
I am really nervous for my other exams and like I really really want to get it over with already.,0,0,0,1,1,0,0,0,0,I am really nervous about my upcoming exams and really want to get them over with already.,986
"It's not due till Monday, but I MUST GET A B on this stupid paper so I can get a B in the class, maybe even an A.",0,0,0,0,1,0,0,0,0,"It's not due till Monday, but I MUST GET A B on this paper so I can get a B in the class, maybe even an A.",987
School has been driving me nuts.,0,0,0,0,1,0,0,0,0,School has been driving me nuts.,988
I couldn't sleep for crap last night cause I was all scared.,0,1,0,1,0,0,0,0,1,I couldn't sleep at all last night because I was really scared.,989
I do not think I can go to school today.,0,1,0,0,1,0,0,0,0,I do not think I can go to school today.,990
"I've been really busy, obviously, because of school starting.",0,0,0,0,1,0,0,0,0,"I've been really busy, obviously, because of the start of classes.",991
I am deep in studying for finals.,0,1,1,0,1,0,0,0,0,I am deeply focused on studying for finals.,992
"Somehow, this school year is sucking. really badly too. i dread going every day.",1,0,0,1,1,0,0,0,0,"Somehow, this school year is going very poorly. I dread going every day.",993
I AM ALSO SO SAD THAT I HAVE SO MUCH HOMEWORK LEFT TO DO!,0,0,0,1,1,0,0,0,0,I AM ALSO SO SAD THAT I HAVE SO MUCH HOMEWORK LEFT TO DO!,994
I need to do well in school.,0,0,0,0,1,0,0,0,0,I need to do well in school.,995
On a plus note while putting off my writing two papers and studying for a midterm this weekend I got alot done.,0,1,0,0,1,0,0,0,0,"On a positive note, while postponing my writing of two papers and studying for a midterm this weekend, I got a lot done.",996
2 weeks till my first 2 exams.,0,1,1,0,1,0,0,0,0,Two weeks until my first two exams.,997
high school is so frustrating.,0,1,0,0,1,0,0,0,0,Secondary school is so frustrating.,998
"School work is getting ridiculous, the profs.",0,0,0,0,1,0,0,0,0,"School work is becoming overwhelming, the professors.",999
School was hella hectic there towards the end.,0,0,0,1,1,0,1,0,0,School was really hectic there towards the end.,1000
"Between all this emotional stress and like the unsurmountable amounts of stress due to school, I am dieing.",0,0,0,1,1,0,0,0,1,"Between all this emotional stress and the overwhelming amounts of stress due to school, I am struggling.",1001
I'm taking 18 credits this semester.,0,1,0,0,1,0,0,0,0,I am taking 18 credits this semester.,1002
it makes me angry cos of how different it is compared to all the stuff we have to do at my school.,0,0,0,0,1,0,0,0,0,It makes me angry because it is so different from all the things we have to do at my school.,1003
im sad that school is ending onli cus some of my frends r going to college.,0,1,0,0,1,0,1,0,0,I’m sad that school is ending only because some of my friends are going to college.,1004
I'm really hating school right now.,0,0,0,1,1,0,0,0,0,I am really disliking school right now.,1005
"now, school is the most stressful thing in my life.",0,0,0,0,1,0,0,0,0,"Currently, school is the most stressful thing in my life.",1006
I spent the whole day doing homework and now I don't even feel up to going to school tomorrow.,0,1,0,0,1,0,0,0,1,I spent the whole day doing homework and now I don't even feel up to going to school tomorrow.,1007
I've been really busy with school and practicly obsessing over CPAT.,0,0,0,0,1,0,0,0,0,I've been really busy with school and practically obsessing over CPAT.,1008
I had a stressful week at school.,1,0,0,1,1,0,0,0,0,I had a stressful week at school.,1009
"School's been bumming me out, and since I missed a day at school, I will have to go to take the exams and I am NOT exempt.",0,1,0,0,1,0,0,0,0,"School has been frustrating me, and since I missed a day, I will have to take the exams and am NOT exempt.",1010
I don't even read when I'm forced to for school.,0,1,0,0,1,0,0,0,0,I don't even read unless I'm required to for school.,1011
now we have school tomorrow and i'm NOT looking forward to that.,0,1,0,1,1,0,0,0,0,Now we have school tomorrow and I am not looking forward to that.,1012
To the college kids that are on their way to School this weekend..,0,1,0,0,1,0,0,0,0,To the students who are on their way to school this weekend..,1013
I need to get ready for school.,0,1,0,0,1,0,0,0,0,I need to get ready for school.,1014
I feel like I haven't really gotten into the Christmas spirit because of studying for finals.,0,1,0,0,1,0,0,0,0,I feel like I haven't really gotten into the holiday spirit because of studying for finals.,1015
that class is terrible. its high school,0,0,0,0,1,0,0,0,0,That class is terrible. It is a secondary education course.,1016
i need to work on my procrastinating. school.,0,1,0,0,1,0,0,0,0,I need to work on my procrastination. School.,1017
"Mostly due to being busy with school and being exhausted, I havent been praying and meditating as much as I usually do.",0,0,1,0,1,0,0,0,1,"Mostly due to being busy with studies and feeling exhausted, I haven't been praying and meditating as much as I usually do.",1018
NO MORE PUBS for the NEXT 2 WEEKS due to massive amounts of schoolwork.,0,1,0,0,1,0,0,0,0,No more pubs for the next two weeks due to a heavy workload.,1019
"So first they are pissed off on what Im going to major in, in college.",0,1,0,0,1,1,0,0,0,"So first they are upset about what I am going to major in, in college.",1020
School has been so hectic already.,0,0,0,0,1,0,0,0,0,School has been very hectic already.,1021
"I have a feeling I'm falling behind in school, and I'm finding it difficult to get back on track.",0,0,0,0,1,0,0,0,0,"I have a feeling I am falling behind in school, and I am finding it difficult to get back on track.",1022
Doing some homework and then work Sorry it seems like i don't have time for you but right now,0,0,0,0,1,0,1,1,0,"Doing some homework and then work. Sorry, it seems like I don't have time for you right now.",1023
"so.. yeah. school, aint nothin to talk about there. bus rides, both sucked.",0,1,0,0,1,0,0,0,0,"So.. yeah. School, nothing to talk about there. Bus rides, both were unpleasant.",1024
My classes have far too much reading already.,0,1,0,0,1,0,0,0,0,My classes already have far too much reading.,1025
I have a lot of big homework things due this next week.,0,0,0,0,1,0,0,0,0,I have a lot of big homework assignments due next week.,1026
"I am really trying! School is getting crazy busy with tests, papers, probes, research, all that junk.",0,0,0,0,1,0,0,1,0,"I am really trying! School is getting very busy with tests, papers, projects, research, and all that work.",1027
"Whatever has caused the situation, you just don't seem to be able to sustain or maintain relationships as you would wish to.",0,1,0,1,0,0,1,0,0,"Whatever has caused the situation, it seems difficult to sustain or maintain relationships as desired.",1028
Is it because my aunt is tired of my mom?,0,1,0,0,0,1,0,0,0,Is it because my relative is tired of another relative?,1029
whining about my life doesn't make it better.,0,1,1,0,0,0,0,0,0,Complaining about life doesn't make it better.,1030
"i haven't really spent much time with my dad lately, and i know he's been kinda disappointed in me lately.",0,0,0,1,0,1,1,0,0,"I haven't really spent much time with my parent lately, and I know they have been kind of disappointed in me recently.",1031
"I Feel that he was really mistreated in past relationships, because he thinks more times than he should that i am mad at him.",0,1,0,0,0,1,1,0,0,"I feel that they were really mistreated in past relationships, because they think more times than they should that I am mad at them.",1032
i am excited about my small dinner party tommrow and then seeing sara. and my party in two weeks cause the parents are gone all weekend,0,1,0,0,0,0,0,0,0,I am excited about my small dinner party tomorrow and then seeing my friend. Also looking forward to my party in two weeks since the parents will be away all weekend.,1033
i wont be able to reply to ur comments to this so ya.,0,1,0,0,0,0,0,0,0,"I won’t be able to reply to your comments on this, so yeah.",1034
"Hell, there are times I want to disown my family and get away from fucking society.",0,0,1,1,0,1,1,0,0,There are times I want to disown my family and get away from society.,1035
"Told my landlady that I wasn't impressed with her ""lease addendum"" and would not sign it.",1,1,1,0,0,0,1,0,0,"Told my landlord that I wasn't impressed with the ""lease addendum"" and would not sign it.",1036
you know what is really getting on my nerves.. having johns emotions cramping up my relationship.,0,1,0,1,0,0,1,0,0,You know what is really getting on my nerves... having my partner's emotions cramping up my relationship.,1037
i dont like having a huge group of friends. too hard to satisfy everyone.,0,0,0,0,0,0,1,0,0,I don't like having a large group of friends. It's too hard to satisfy everyone.,1038
My roommate Rhoneil broke up with hers.,0,1,0,0,1,0,1,0,0,My roommate Rhoneil broke up with their partner.,1039
My mom is having a hard tie with the holidays.,0,1,0,0,0,1,0,0,0,My parent is having a hard time with the holidays.,1040
